name,modelNumber,manufacturer,vendor,description,category,unit,tier,collection,color,finish,price,productUrl,imageUrl,sourceType,sourceWorkbook,sourceSheet,sourceRow,confidence
Bath Faucet,551-CZ-DST,Delta,Ferguson Home,,Master Bathroom Plumbing,ea,,,,,436.08,,,baseline,,John Daye 39938-CJC,7 | 52,high
Towel Hooks (4),73835-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,155.80,,,baseline,,John Daye 39938-CJC,46,high
Toilet Paper Holder,73850-CZ,Delta,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,72.89,,,baseline,,John Daye 39938-CJC,47,high
Hooks (2),74536-CZ,Delta,Ferguson Home,,Hall Bath Finishes & Trim,ea,,,,,100.06,,,baseline,,John Daye 39938-CJC,71,high
Toilet Paper Holder,75150-CZ,Delta,Ferguson Home,,Hall Bath Finishes & Trim,ea,,,,,83.42,,,baseline,,John Daye 39938-CJC,70,high
Delta Classic Tub 60 x 30  https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-,B23605,Delta,Home Depot,Delta Classic Tub 60 x 30  https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-Left-Drain-in-High-Gloss-White-B23605-6030L-WH/321016480 834.07 Home Depot  B23605-6030L-WH 0.0 0.0 2025-07-25 00:00:00 1.0 0.0,Plumbing,ea,,,white,white,834.07,https://www.homedepot.com/p/Delta-Classic-500-60-in-x-30-in-Alcove-Deep-Soaking-Bathtub-with-Left-Drain-in-High-Gloss-White-B23605-6030L-WH/321016480,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,305 | 242,high
Delta Lorelai 32” Workstation Kitchen Sink Undermount 16 Gauge Stainless Steel Single Bowl with WorkFlow Ledge and Accessories,B932,Delta,Ferguson Home,Delta Lorelai 32” Workstation Kitchen Sink Undermount 16 Gauge Stainless Steel Single Bowl with WorkFlow Ledge and Accessories,Sink,ea,,,stainless,Stainless Steel,757.74,https://www.fergusonhome.com/delta-95b932-32s/s1815605?uid=4301493,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,66 | 69 | 58 | 122 | 63 | 65 | 61,high
Shower System,DSS-LAHARA-1701CZ,Delta,Ferguson Home,,Master Bathroom Plumbing,ea,,,,,1294.08,,,baseline,,John Daye 39938-CJC,8,high
Shower Head Handle Trim & Tub Spout,DT14438,Delta,Ferguson,Shower Head Handle Trim & Tub Spout,Shower,ea,,,,,202.63,https://www.fergusonhome.com/delta-t14438/s719722?uid=446237,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,96 | 275 | 72 | 168 | 301 | 247 | 175,high
Delta 1.5 GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,DWQ4001002,Delta,Ferguson,Delta 1.5 GPM Reverse Osmosis Contemporary Beverage Faucet - Less Filter,Faucet,ea,,,,,1.50,https://www.fergusonhome.com/delta-dwq4001002/s2032615?uid=4873921,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,98 | 71 | 74 | 170 | 65 | 67 | 62,high
"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",R10000,Delta,2026-06-09 00:00:00,"Delta Universal Mixing Rough-In Valve with Service Stops, 1/2"" NPT Male thread with 1/2"" C.W.T Female Sweat - Shower Only, No Tub Outlet",Shower,ea,,,,,77.79,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,264 | 114 | 91 | 78,high
Delta Diverter Rough-In Valve for Delta 3 Function and 6 Function Diverter Trims Model: R11000 117.293 Ferguson  2026-06,R11000,Delta,Ferguson,Delta Diverter Rough-In Valve for Delta 3 Function and 6 Function Diverter Trims Model: R11000 117.293 Ferguson  2026-06-09 00:00:00 in kit,Plumbing,ea,,,,,117.29,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,90 | 77,high
"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",T11800,Delta,2026-06-09 00:00:00,"Delta Innovations Three Function Diverter Valve Trim Less Rough-In Valve - Two Independent Positions, One Shared Position",Plumbing,ea,,,,,277.40,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,266 | 115 | 92 | 79,high
Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,T17238,Delta,2026-06-09 00:00:00,Delta Lahara Monitor 17 Series Dual Function Pressure Balanced Shower Only with Integrated Volume Control - Less Rough-In Valve,Shower,ea,,,,,307.77,,,derived,Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Master | Product Occurrences | Sheet1,267 | 116 | 93 | 80,high
"DreamLine SlimLine 30"" x 60"" Shower Base with Single Threshold and Left-Side Drain",DLT-1130601,DreamLine,Ferguson,Shower Base Left Drain 30x60,Uncategorized,ea,,,,,330.76,https://www.fergusonhome.com/dreamline-dlt-1130601/s822259?uid=2121664,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences,7 | 39 | 89 | 90 | 18 | 113 | 68 | 69 | 161 | 191,high
Shower base 42 x 42,DLT-1142420,DreamLine,Home Depot - Freight chg at Ferguson,,Shower,ea,,,,,504.44,https://www.homedepot.com/p/DreamLine-SlimLine-42-in-L-x-42-in-W-Single-Threshold-Alcove-Shower-Pan-Base-in-White-with-Center-Drain-DLT-1142420/303163352,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,91 | 187 | 70,high
Neo-Angle Shower Base,DLT-2038380,DreamLine,Home Depot,Neo-Angle Shower Base,Shower,ea,,,,,279.31,https://www.homedepot.com/p/DreamLine-SlimLine-38-in-x-38-in-Neo-Angle-Shower-Tray-in-White-DLT-2038380/204045983,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,92 | 101 | 71 | 162 | 170,high
Shower Drain,DN09X02R01,DreamLine,Home Depot,Shower Drain,Shower,ea,,,,,70.00,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Chrome-DN09X02R01/335486263,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,93 | 102 | 163 | 171 | 101,high
DreamLine SlimLine Shower Drain - Brushed Nickel,DN09X02R04,DreamLine,Ferguson,DreamLine SlimLine Shower Drain - Brushed Nickel  https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain DN09X02R04 75.9 Ferguson,Uncategorized,ea,,,,Nickel,75.90,https://www.fergusonhome.com/dreamline-dn09x02r/s2086405?uid=5094657&_br_psugg_q=dreamline+shower+drain,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | compiled_products_db.xlsx,Product Library | Raw Extract | Raw Records | Sheet1,8 | 40 | 94 | 19 | 24,high
Shower Drain Matte Black,DN09X02R09,DreamLine,Home Depot,Shower Drain Matte Black,Shower,ea,,,,Matte Black,81.00,https://www.homedepot.com/p/DreamLine-SlimLine-2-in-Round-Shower-Drain-Matte-Black-DN09X02R09/335462360,,derived,Product_Master_Enhanced.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx,Product Library | Raw Records | Product Master | Product Occurrences | Sheet1,95 | 114 | 164 | 192 | 111,high
"Shower Door 60"" Clear Glass Matte Black",SHDR-6360760,DreamLine,Home Depot,"Shower Door 60"" Clear Glass Matte Black",Shower,ea,,,,Matte Black,689.55,https://www.homedepot.com/p/DreamLine-Essence-56-in-to-60-in-W-x-76-in-H-Sliding-Frameless-Shower-Door-in-Matte-Black-with-Clear-Glass-SHDR-6360760-09/316239133,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,238 | 153 | 188 | 298 | 251,high
Walk-In Tub,MONACO,Ella Bubbles,Ella Bubbles,,Hall Bathroom Plumbing,ea,,,,,9106.38,,,baseline,,John Daye 39938-CJC,53,high
Master Mirror,CUSTOMMIRROR,GLASS for Mirror,Precision Glass,,Master Bath Finishes & Trim,ea,,,,,,,,baseline,,John Daye 39938-CJC,39 | 65,high
Custom Shower Door,,Handles ?,Precision Glass with Mirrors,,Master bathroom Shower Door,ea,,,,,,,,baseline,,John Daye 39938-CJC,35,low
Garbage Disposal,BADGER5WC,Insinkerator,Ferguson,Garbage Disposal,Garbage Disposal,ea,,,,,152.75,https://www.fergusonhome.com/insinkerator-badger-5/s434080?uid=2564868,,derived,Product_Master_Warehouse.xlsx,Product Master | Product Occurrences,135 | 66,high
"Occession 36"" Grab Bar",27082-BL,Kohler,Home Depot,"Occession 36"" Grab Bar",,ea,,,,,408.01,https://www.homedepot.com/p/KOHLER-Occasion-36-in-Grab-Bar-in-Matte-Black-27082-BL/323807581?MERCH=REC-_-rv_cartempty_rr-_-n/a-_-0-_-n/a-_-n/a-_-n/a-_-n/a-_-n/a,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences,32 | 156 | 31 | 89 | 254,high
"18""  Towel Bar (2) simplice",27393-BN,Kohler,Ferguson,,,ea,,,,,99.53,https://www.homedepot.com/p/KOHLER-Simplice-18-in-Towel-Bar-in-Vibrant-Brushed-Nickel-27393-BN/323581213,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,33 | 198 | 32,high
Hook - 1 simplice,27395-BN,Kohler,Ferguson,,,ea,,,,,23.54,https://www.homedepot.com/p/KOHLER-Simplice-J-Hook-Robe-Towel-Hook-in-Vibrant-Brushed-Nickel-27395-BN/323581167,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,34 | 200 | 33,high
Toilet Paper Holder -simplice,27397-BN,Kohler,Ferguson,,Toilet,ea,,,,,41.44,https://www.homedepot.com/p/KOHLER-Simplice-Wall-Mounted-Toilet-Paper-Holder-in-Vibrant-Brushed-Nickel-27397-BN/323581115,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx,Product Library | Raw Records | Product Master | Raw Extract,35 | 201 | 34,high
0.0 Purewash E580 Round Electric Bidet Seat in White https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bid,E580,Kohler,Home Depot,0.0 Purewash E580 Round Electric Bidet Seat in White https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bidet-Seat-in-White-32331-0/325621229?fp=oai&utm_source=chatgpt.com&oppcref=c455ae81-d747-4b1c-a24f-a8766ddb7add#see-more-details 32331-0 Home Depot  0.0,,ea,,,white,white,0.00,https://www.homedepot.com/p/KOHLER-Purewash-E580-Round-Electric-Bidet-Seat-in-White-32331-0/325621229?fp=oai&utm_source=chatgpt.com&oppcref=c455ae81-d747-4b1c-a24f-a8766ddb7add#see-more-details,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,12 | 15,high
Shower Valve,K-11748,Kohler,Ferguson,matte Black  0.0 Shower Valve  https://www.fergusonhome.com/kohler-k-11748-ks/s558217?uid=1356175  K-11748-KS-NA 227.83200000000002 Ferguson 2026-04-10 00:00:00 0.0,Shower,ea,,,matte black,matte black,227.83,https://www.fergusonhome.com/kohler-k-11748-ks/s558217?uid=1356175,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,118 | 24 | 83 | 33 | 34,high
(2) Sinks Rect,K-20000,Kohler,Ferguson,(2) Sinks Rect,Sink,ea,,,,,219.10,https://www.fergusonhome.com/kohler-k-20000/s1240319?uid=2965270,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,119 | 120 | 121 | 122 | 29 | 43 | 87 | 234 | 276 | 84 | 85 | 3 | 32 | 98 | 133 | 153 | 302 | 38 | 214 | 30 | 378 | 425 | 505 | 534 | 554 | 780 | 827 | 894,high
Master Sink,K-20000-0,Kohler,Ferguson Home,,Master Bath Finishes & Trim,ea,,,,,139.98,,,baseline,,John Daye 39938-CJC,41 | 68,high
Powder Room Towel Bar Kohler K-21952-BN 77.308 Ferguson 2026-06-02 00:00:00 Final,K-21952,Kohler,Ferguson,Powder Room Towel Bar Kohler K-21952-BN 77.308 Ferguson 2026-06-02 00:00:00 Final,Hardware,ea,,,,,77.31,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,31 | 32,high
"24"" Towel Bar above Toilet",K-21953,Kohler,Ferguson,"0.0 24"" Towel Bar above Toilet  https://www.fergusonhome.com/kohler-k-21953/s1517173?uid=3567961 K-21953-BN 79.61 Ferguson  0.0",Uncategorized,ea,,,,,79.61,https://www.fergusonhome.com/kohler-k-21953/s1517173?uid=3567961,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,10 | 33 | 123 | 13 | 86 | 18 | 19,high
TP Holder,K-21954,Kohler,Ferguson,TP Holder,Plumbing,ea,,,,,63.30,https://www.fergusonhome.com/kohler-k-21954/s1517169?uid=3560505,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,124 | 90 | 87 | 211 | 101 | 30 | 84 | 31 | 506,high
Hook for Towel,K-21956,Kohler,Ferguson,Hook for Towel,,ea,,,,,31.71,https://www.fergusonhome.com/kohler-k-21956/s1517170?uid=3560507,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,125 | 89 | 88 | 212 | 100 | 83 | 73,high
(2) Faucet,K-22020,Kohler,Ferguson Order REQ 3/31,(2) Faucet,Faucet,ea,,,,,493.72,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3554911,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,126 | 44 | 89 | 213 | 33 | 49 | 45,high
Faucet-Kohler Tempered 1.2 GPM Single Hole Bathroom Faucet with Pop-Up Drain Assembly,K-22022,Kohler,Ferguson,Faucet,Uncategorized,ea,,,,,364.20,https://www.fergusonhome.com/kohler-k-22022-4/s1515499?uid=3567943,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,11 | 27 | 127 | 128 | 129 | 9 | 60 | 68 | 88 | 90 | 91 | 92 | 47 | 214 | 49 | 57 | 99 | 14 | 28 | 63 | 82 | 17 | 59 | 72 | 349 | 444,high
"17"" Oval Undermount Bathroom Sink",K-2209,Kohler,Ferguson,"0.0 17"" Oval Undermount Bathroom Sink
 https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794 K-2209-0 107.96500000000002 Ferguson 0.0",Uncategorized,ea,,,,,107.97,https://www.fergusonhome.com/kohler-k-2209/s560373?uid=220794,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Sheet1,12 | 26 | 130 | 131 | 8 | 269 | 93 | 13 | 16 | 883,high
(2) Kohler Caxton Oval Undermount Bathroom Sink with Overflow,K-2210,Kohler,Ferguson,Sink,Sink,ea,,,,,238.99,https://www.fergusonhome.com/kohler-k-2210/s559561?uid=220805,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,132 | 133 | 59 | 67 | 193 | 94 | 48 | 56 | 62 | 58 | 443 | 750,high
Sink,K-2211,Kohler,,Sink,Sink,ea,,,,,113.89,https://www.kohler.com/en/products/bathroom-sinks/shop-bathroom-sinks/caxton-21-1-4-oval-undermount-bathroom-sink-2211-2211?skuId=2211-0,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,134 | 121 | 95 | 215 | 199 | 118 | 94,high
Toilet Paper Holder,K-23292,Kohler,Ferguson,0.0  Toilet Paper Holder  https://www.fergusonhome.com/kohler-k-23292/s1716146?uid=4161662 K-23292-BL 86.32800000000002 Ferguson  2026-04-10 00:00:00 0.0,Toilet,ea,,,,,86.33,https://www.fergusonhome.com/kohler-k-23292/s1716146?uid=4161662,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,135 | 33 | 96 | 42 | 41,high
"24""Grab Bar",K-23295,Kohler,Ferguson,"24""Grab Bar  https://www.fergusonhome.com/kohler-k-23295/s1720990?uid=4118429 K-23295-BL 145.145 Ferguson  2026-04-10 00:00:00",Hardware,ea,,,,,145.15,https://www.fergusonhome.com/kohler-k-23295/s1720990?uid=4118429,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,136 | 34 | 97 | 43 | 42,high
Bath Tub right Drain,K-26109,Kohler,Ferguson,Kohler Tub - Entity,Tub,ea,,,,,763.84,https://www.fergusonhome.com/kohler-k-26109-ra/s1699736?uid=4011572,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,137 | 138 | 26 | 79 | 267 | 98 | 216 | 82 | 35 | 485 | 881,high
"Shower Fixture 15""  / Arm MODEL: K-26322-CP",K-26322,Kohler,Wayfair/ Ferguson BO,"Shower Fixture 15""  / Arm MODEL: K-26322-CP",Shower,ea,,,,,124.76,https://www.fergusonhome.com/kohler-k-26322/s1816373?uid=4302982,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,139 | 48 | 99 | 217 | 37 | 53 | 49,high
"24"" Towel Bar",K-26634,Kohler,Ferguson,"0.0  24"" Towel Bar https://www.fergusonhome.com/kohler-k-26634/s1715840?uid=4056148 K-26634-BL 135.65200000000002 Ferguson  2026-04-10 00:00:00 0.0 Noted Judy Picked up",Hardware,ea,,,,,135.65,https://www.fergusonhome.com/kohler-k-26634/s1715840?uid=4056148,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,140 | 31 | 100 | 40 | 39,high
Robe Hooks,K-26636,Kohler,Ferguson,0.0  Robe Hooks  https://www.fergusonhome.com/kohler-k-26636/s1714790?uid=4056139 K-26636-BL 96.91 Ferguson  2026-04-10 00:00:00 0.0 Left on office,,ea,,,,,96.91,https://www.fergusonhome.com/kohler-k-26636/s1714790?uid=4056139,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,141 | 32 | 101 | 41 | 40,high
Toilet Seat -,K-26801,Kohler,Ferguson,Toilet Seat -,Toilet,ea,,,,,60.50,https://www.fergusonhome.com/kohler-k-26801/s1921483?uid=4539315,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,142 | 143 | 82 | 192 | 102 | 218 | 85 | 77 | 67 | 749,high
Toilet Seat Impro Round,K-26802,Kohler,Ferguson,Toilet  Seat - Round,Uncategorized,ea,,,,,55.52,https://www.fergusonhome.com/kohler-k-26802/s1921485?uid=4539318,,derived,Product_Master_Catalog_v3.xlsx | Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Extract | Raw Records | Product Master | Product Occurrences | Sheet1,13 | 24 | 144 | 145 | 6 | 57 | 63 | 66 | 103 | 35 | 46 | 52 | 55 | 11 | 14 | 428 | 436 | 442,high
Shower Set-up,K-27118,Kohler,Ferguson,Shower Set-up,Shower,ea,,,,,1038.53,https://www.fergusonhome.com/kohler-k-27118-g/s1865987?uid=4410726,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,146 | 150 | 104 | 219 | 248 | 143 | 112,high
"(2) 18"" Kohler Towel Bar",K-27383,Kohler,Amazon,"(2) 18"" Kohler Towel Bar",Hardware,ea,,,,,87.34,https://www.amazon.com/dp/B0BHTTQC9G?ref=ppx_yo2ov_dt_b_fed_asin_title&th=1,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | Product_Master_Warehouse.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Product Occurrences | Sheet1,147 | 142 | 105 | 220 | 238 | 138 | 107,high
(2) Faucet & Drain Kit  Simplice,K-27388,Kohler,Ferguson,0.0 (2) Faucet & Drain Kit  Simplice  https://www.fergusonhome.com/kohler-k-27388-4/s1873551?uid=4428973 K-27388-4-BN 524.634 Ferguson 0.0,Faucet,ea,,,,,524.63,https://www.fergusonhome.com/kohler-k-27388-4/s1873551?uid=4428973,,derived,Product_Master_Enhanced.xlsx | Product_Master_Refined.xlsx | compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Product Library | Raw Records | Product Master | Raw Extract | Sheet1,148 | 194 | 106 | 178 | 136,high
Undermount Sink Single Bowl  Kohler  K-28876-NA Ferguson  0.0 0.0 2025-09-05 00:00:00 0.0,K-28876,Kohler,Ferguson,Undermount Sink Single Bowl  Kohler  K-28876-NA Ferguson  0.0 0.0 2025-09-05 00:00:00 0.0,Plumbing,ea,,,,,0.00,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,282 | 219,high
Kitchen Kitchen Faucet Kohler Rival K-30469-VS 600 315.22700000000003 Ferguson 2026-06-02 00:00:00 Final,K-30469,Kohler,Ferguson,Kitchen Kitchen Faucet Kohler Rival K-30469-VS 600 315.22700000000003 Ferguson 2026-06-02 00:00:00 Final,Plumbing,ea,,,,,315.23,,,derived,compiled_products_db.xlsx | normalized_products_db.xlsx | normalized_products_db_v2.xlsx | normalized_products_db_v2_cleaned_v3.xlsx,Sheet1,27,high
